28832,0,0
28925,0,0
29005,0,0
29085,0,0
29165,0,0
29245,0,0
29325,0,0
29405,0,0
29484,0,0
29564,0,0
29644,0,0
29724,0,0
29804,0,0
29884,0,0
29964,0,0
30044,0,0
30124,0,0
30204,0,0
30284,0,0
30364,0,0
30444,0,0
30524,0,0
30604,0,0
30684,0,0
30764,0,0
30844,0,0
30924,0,0
31003,0,0
31083,0,0
31163,0,0
31243,0,0
31323,0,0
31403,0,0
31483,0,0
31563,0,0
31643,0,0
31723,0,0
31803,0,0
31883,0,0
31963,0,0
32043,0,0
32123,0,0
32203,0,0
32283,0,0
32363,0,0
32443,0,0
32523,0,0
32602,0,0
32682,0,0
32762,0,0
32842,0,0
32922,0,0
33002,0,0
33082,0,0
33162,0,0
33242,0,0
33322,0,0
33402,0,0
33482,0,0
33562,0,0
33642,0,0
33722,0,0
33802,0,0
33882,0,0
33962,0,0
34042,0,0
34122,0,0
34201,0,0
34281,0,0
34361,0,0
34441,0,0
34521,0,0
34601,0,0
34681,0,0
34761,0,0
34841,0,0
34921,0,0
35001,0,0
35081,0,0
35161,0,0
35241,0,0
35321,0,0
35401,0,0
35481,0,0
35561,0,0
35641,0,0
35721,0,0
35800,0,0
35880,0,0
35960,0,0
36040,0,0
36120,0,0
36200,0,0
36280,0,0
36360,0,0
36440,0,0
36520,0,0
36600,0,0
36680,0,0
36760,0,0
36840,0,0
36920,0,0
37000,0,0
37080,0,0
37160,0,0
37240,0,0
37320,0,0
37399,0,0
37479,0,0
37559,0,0
37639,0,0
37719,0,0
37799,0,0
37879,0,0
37959,0,0
38039,0,0
38119,0,0
38199,0,0
38279,0,0
38359,0,0
38439,0,0
38519,0,0
38599,0,0
38679,0,0
38759,0,0
38839,0,0
38919,0,0
38998,0,0
39078,0,0
39158,0,0
39238,0,0
39318,0,0
39398,0,0
39478,0,0
39558,0,0
39638,0,0
39718,0,0
39798,0,0
39878,0,0
39958,0,0
40038,0,0
40118,0,0
40198,0,0
40278,0,0
40358,0,0
40438,0,0
40518,0,0
40598,0,0
40677,0,0
40757,0,0
40837,0,0
40917,0,0
40997,0,0
41077,0,0
41157,0,0
41237,0,0
41317,0,0
41397,0,0
41477,0,0
41557,0,0
41637,0,0
41717,0,0
41797,0,0
41877,0,0
41957,0,0
42037,0,0
42117,0,0
42196,0,0
42276,0,0
42356,0,0
42436,0,0
42516,0,0
42596,0,0
42676,0,0
42756,0,0
42836,0,0
42916,0,0
42996,0,0
43076,0,0
43156,0,0
43236,0,0
43316,0,0
43396,0,0
43476,0,0
43556,0,0
43636,0,0
43716,0,0
43796,0,0
43875,0,0
43955,0,0
44035,0,0
44115,0,0
44195,0,0
44275,0,0
44355,0,0
44435,0,0
44515,0,0
44595,0,0
44675,0,0
44755,0,0
44835,0,0
44915,0,0
44995,0,0
45075,0,0
45155,0,0
45235,0,0
45315,0,0
45395,0,0
45474,0,0
45554,0,0
45634,0,0
45714,0,0
45794,0,0
45874,0,0
45954,0,0
46034,0,0
46114,0,0
46194,0,0
46274,0,0
46354,0,0
46434,0,0
46514,0,0
46594,0,0
46674,0,0
46754,0,0
46834,0,0
46914,0,0
46994,0,0
47073,0,0
47153,0,0
47233,0,0
47313,0,0
47393,0,0
